duration,server,summoner_name,team_1,team_2,timestamp,winner
21m 18s,na,Zìkz,"Dr. Mundo,Karthus,Lucian,Samira,Rakan","Vladimir,Nidalee,Volibear,Xayah,Alistar",2020-11-17 06:05:22,Team 2
15m 44s,na,Zìkz,"Camille,Lee Sin,Sylas,Swain,Nautilus","Fiora,Gragas,Syndra,Samira,Rakan",2020-11-08 15:12:42,Team 2
18m 54s,na,Zìkz,"Yasuo,Ekko,Twisted Fate,Camille,Yuumi","Orianna,Lee Sin,Riven,Kai'Sa,Pantheon",2020-11-08 14:43:44,Team 2
24m 20s,na,Zìkz,"Ryze,Kindred,Pyke,Ezreal,Lulu","Vladimir,Rengar,Syndra,Jhin,Rakan",2020-11-06 14:00:44,Team 1
29m 56s,na,C9 eXyu,"Yone,Graves,Sylas,Lucian,Sett","Kennen,Hecarim,Aurelion Sol,Jhin,Camille",2020-12-24 11:38:57,Team 2
15m 51s,na,C9 eXyu,"Viktor,Gragas,Qiyana,Lucian,Maokai","Camille,Kindred,Syndra,Samira,Alistar",2020-12-24 08:38:48,Team 1
21m 38s,na,C9 eXyu,"Camille,Lillia,Twisted Fate,Twitch,Sett","Lulu,Graves,Morgana,Jhin,Gragas",2020-12-24 07:50:16,Team 1
20m 19s,na,C9 eXyu,"Sion,Graves,Zoe,Samira,Gragas","Shen,Nidalee,Lucian,Kai'Sa,Galio",2020-12-24 07:18:29,Team 1
20m 12s,na,C9 eXyu,"Gragas,Rengar,Yone,Kai'Sa,Pantheon","Olaf,Wukong,Ekko,Lucian,Maokai",2020-12-23 16:56:31,Team 2
26m 22s,na,C9 eXyu,"Aatrox,Graves,Zoe,Miss Fortune,Xerath","Irelia,Nidalee,Volibear,Lucian,Thresh",2020-12-23 10:54:01,Team 2
28m 30s,na,C9 eXyu,"Irelia,Lillia,Ekko,Ashe,Bard","Aatrox,Taliyah,Akali,Miss Fortune,Braum",2020-12-23 10:20:29,Team 2
26m 29s,na,haru dad,"Camille,Ekko,Rumble,Miss Fortune,Pantheon","Fiora,Nidalee,Irelia,Jhin,Rell",2020-12-28 12:09:56,Team 1
15m 17s,na,haru dad,"Shen,Pantheon,Zoe,Samira,Alistar","Mordekaiser,Rengar,Viktor,Kai'Sa,Sett",2020-12-27 15:17:22,Team 2
23m 15s,na,haru dad,"Shen,Kha'Zix,Sylas,Kindred,Rell","Mordekaiser,Olaf,Orianna,Miss Fortune,Nautilus",2020-12-27 14:43:53,Team 1
30m 43s,na,haru dad,"Camille,Lillia,Sett,Kai'Sa,Rakan","Pantheon,Graves,Akali,Miss Fortune,Maokai",2020-12-27 14:07:36,Team 1
34m 40s,na,haru dad,"Riven,Taliyah,Lucian,Jhin,Nautilus","Gragas,Olaf,Yone,Aphelios,Zilean",2020-12-27 12:13:10,Team 2
29m 3s,na,haru dad,"Viktor,Kha'Zix,Pantheon,Samira,Nautilus","Shen,Kayn,Annie,Kai'Sa,Sett",2020-12-22 13:24:31,Team 2
32m 6s,na,Busio,"Lucian,Graves,Kennen,Ezreal,Rakan","Malphite,Shaco,Kassadin,Jhin,Janna",2020-11-03 17:19:53,Team 2
37m 55s,na,Busio,"Irelia,Kindred,Cassiopeia,Twisted Fate,Pantheon","Fiora,Shaco,Ekko,Kai'Sa,Nautilus",2020-11-03 16:21:39,Team 2
29m 21s,na,Busio,"Vladimir,Lee Sin,Cassiopeia,Ashe,Thresh","Aatrox,Graves,Ryze,Jhin,Rakan",2020-11-03 15:15:02,Team 1
17m 36s,na,Pockus,"Ornn,Lillia,Yone,Lucian,Alistar","Sylas,Kindred,Volibear,Samira,Rakan",2020-12-28 13:47:06,Team 1
35m 13s,na,Busio,"Maokai,Graves,Seraphine,Yasuo,Gragas","Kennen,Poppy,Renekton,Draven,Karma",2020-11-03 14:33:47,Team 2
24m 18s,na,Busio,"Sett,Skarner,Kassadin,Draven,Lulu","Renekton,Nidalee,Zoe,Jhin,Thresh",2020-11-02 14:37:15,Team 1
25m 52s,na,Pockus,"Volibear,Hecarim,Twisted Fate,Samira,Alistar","Gragas,Nocturne,Vladimir,Ezreal,Maokai",2020-12-28 13:17:06,Team 2
34m 57s,na,Pockus,"Sett,Kindred,Akali,Vayne,Alistar","Gragas,Taliyah,Qiyana,Kai'Sa,Leona",2020-12-27 07:20:44,Team 2
27m 23s,na,Busio,"Irelia,Kindred,Ekko,Ashe,Leona","Jax,Shaco,Yone,Jhin,Rakan",2020-11-02 10:53:15,Team 1
23m 48s,na,Pockus,"Kayle,Hecarim,Yone,Lucian,Anivia","Gragas,Lee Sin,Irelia,Miss Fortune,Leona",2020-12-27 06:36:30,Team 2
29m 11s,na,Pockus,"Urgot,Taliyah,Diana,Lucian,Nautilus","Jayce,Kha'Zix,Viktor,Caitlyn,Lulu",2020-12-26 07:09:54,Team 1
19m 22s,na,Pockus,"Jax,Olaf,Viktor,Ezreal,Rakan","Nasus,Kayn,Diana,Swain,Alistar",2020-12-26 06:05:04,Team 2
12m 51s,na,Pockus,"Wukong,Hecarim,Ryze,Jhin,Alistar","Pantheon,Ekko,Sylas,Taliyah,Leona",2020-12-26 05:27:16,Team 2
26m 44s,na,Pockus,"Gangplank,Udyr,Zoe,Lucian,Gragas","Mordekaiser,Jarvan IV,Fizz,Miss Fortune,Leona",2020-12-25 14:56:55,Team 2
28m 17s,na,Pockus,"Anivia,Olaf,Ryze,Ezreal,Zilean","Tryndamere,Graves,Kassadin,Lucian,Seraphine",2020-12-25 11:01:05,Team 2
16m 19s,na,Steam Sale,"Camille,Evelynn,Braum,Jhin,Galio","Renekton,Jarvan IV,Syndra,Heimerdinger,Pantheon",2020-11-19 15:05:34,Team 2
20m 13s,na,Steam Sale,"Ornn,Karthus,Talon,Jhin,Leona","Kayle,Ekko,Sett,Kai'Sa,Rakan",2020-11-19 14:18:43,Team 2
29m 35s,na,Steam Sale,"Kled,Nunu & Willump,Diana,Kai'Sa,Thresh","Malphite,Amumu,Camille,Draven,Rakan",2020-11-13 18:54:05,Team 2
30m 3s,na,Steam Sale,"Kalista,Ekko,Sylas,Samira,Nami","Vladimir,Vi,Katarina,Karthus,Leona",2020-11-13 17:43:50,Team 2
24m 28s,na,Steam Sale,"Kayle,Shaco,Galio,Vayne,Lulu","Kalista,Rek'Sai,Ryze,Ashe,Rakan",2020-11-13 16:08:23,Team 2
24m 51s,na,Steam Sale,"Sylas,Kindred,Vladimir,Ezreal,Rakan","Renekton,Karthus,Lucian,Samira,Amumu",2020-11-08 11:54:01,Team 1
28m 48s,na,Steam Sale,"Irelia,Warwick,Rakan,Veigar,Bard","Qiyana,Ekko,Syndra,Kai'Sa,Sett",2020-11-08 11:16:10,Team 1
25m 3s,na,Steam Sale,"Malphite,Jarvan IV,Zoe,Ezreal,Rakan","Camille,Sylas,Galio,Jhin,Alistar",2020-11-07 08:04:51,Team 2
35m 34s,na,Kenv7,"Irelia,Amumu,Qiyana,Kalista,Maokai","Mordekaiser,Graves,Zoe,Lucian,Nami",2020-11-25 10:54:14,Team 1
30m 25s,na,Kenv7,"Annie,Rek'Sai,LeBlanc,Miss Fortune,Leona","Jax,Lee Sin,Zoe,Vayne,Pyke",2020-11-24 10:23:54,Team 1
31m 12s,na,Kenv7,"Cassiopeia,Kha'Zix,Orianna,Pyke,Sett","Akali,Ekko,Qiyana,Jhin,Leona",2020-11-23 16:51:44,Team 2
20m 58s,na,Kenv7,"Riven,Elise,Fiora,Tristana,Thresh","Jax,Nunu & Willump,Zed,Samira,Nautilus",2020-11-22 15:47:58,Team 2
30m 57s,na,Kenv7,"Karthus,Kha'Zix,Pyke,Jhin,Annie","Jayce,Rek'Sai,Fizz,Ashe,Thresh",2020-11-22 15:21:17,Team 1
18m 25s,na,Kenv7,"Gangplank,Kayn,Galio,Jhin,Bard","Ornn,Rek'Sai,Orianna,Aphelios,Thresh",2020-11-06 10:27:41,Team 2
35m 56s,na,Kenv7,"Sylas,Nidalee,Galio,Draven,Pantheon","Ornn,Lee Sin,Orianna,Ezreal,Rakan",2020-11-06 09:56:40,Team 2
26m 43s,na,Kenv7,"Fiora,Kayn,Sylas,Ziggs,Gragas","Irelia,Kindred,Zoe,Seraphine,Leona",2020-11-06 09:11:26,Team 2
20m 9s,na,Kenv7,"Teemo,Lee Sin,Yasuo,Jhin,Alistar","Jayce,Nidalee,Galio,Ezreal,Sett",2020-11-06 08:36:25,Team 1
29m 3s,na,Karasmai v9 ,"Viktor,Kha'Zix,Pantheon,Samira,Nautilus","Shen,Kayn,Annie,Kai'Sa,Sett",2020-12-22 13:24:31,Team 2
23m 37s,na,Karasmai v9 ,"Jax,Hecarim,Akali,Ezreal,Seraphine","Rumble,Jarvan IV,Kennen,Kai'Sa,Leona",2020-12-17 15:57:25,Team 2
29m 11s,na,lAlKl Straight,"Lillia,Olaf,Lulu,Jhin,Nami","Gragas,Pantheon,Akali,Kai'Sa,Pyke",2020-12-28 13:51:02,Team 1
28m 58s,na,lAlKl Straight,"Sett,Riven,Anivia,Caitlyn,Lux","Poppy,Taliyah,Kassadin,Jhin,Morgana",2020-12-28 12:44:24,Team 2
19m 9s,na,lAlKl Straight,"Akali,Hecarim,Orianna,Kai'Sa,Sett","Kennen,Kha'Zix,Zoe,Jhin,Leona",2020-12-28 07:58:41,Team 1
23m 6s,na,lAlKl Straight,"Gragas,Hecarim,Ekko,Samira,Nautilus","Shen,Kayn,Vladimir,Ashe,Maokai",2020-12-28 07:28:38,Team 1
15m 26s,na,lAlKl Straight,"Malphite,Taliyah,Irelia,Ezreal,Bard","Yone,Lillia,Camille,Samira,Alistar",2020-12-28 06:59:13,Team 1
32m 8s,na,lAlKl Straight,"Akali,Graves,Yone,Miss Fortune,Leona","Sett,Lillia,Vladimir,Jhin,Braum",2020-12-28 06:27:23,Team 2
20m 32s,na,lAlKl Straight,"Aatrox,Graves,Orianna,Vayne,Seraphine","Fiora,Qiyana,Taliyah,Jhin,Rell",2020-12-28 05:43:39,Team 1
26m 3s,na,lAlKl Straight,"Wukong,Graves,Galio,Miss Fortune,Yuumi","Lulu,Lillia,Lucian,Tristana,Zilean",2020-12-28 04:17:51,Team 1
29m 25s,na,lAlKl Straight,"Jayce,Lillia,Yasuo,Karthus,Nami","Aatrox,Shaco,Azir,Jhin,Blitzcrank",2020-12-28 03:41:48,Team 2
23m 13s,na,lAlKl Straight,"Fiora,Kindred,Ryze,Lucian,Lulu","Lissandra,Shaco,Gragas,Jhin,Janna",2020-12-27 04:34:31,Team 1
38m 25s,na,ASTROBOY99,"Malphite,Graves,Akali,Jhin,Seraphine","Wukong,Lillia,Lulu,Miss Fortune,Nautilus",2020-12-29 03:53:59,Team 2
32m 22s,na,ASTROBOY99,"Irelia,Ivern,Akali,Jhin,Brand","Gangplank,Nidalee,Ekko,Miss Fortune,Thresh",2020-12-28 13:01:08,Team 1
15m 17s,na,ASTROBOY99,"Riven,Kha'Zix,Lulu,Lucian,Sona","Fiora,Graves,Viktor,Kai'Sa,Nami",2020-12-28 11:31:09,Team 1
24m 30s,na,ASTROBOY99,"Akali,Kha'Zix,Irelia,Miss Fortune,Bard","Renekton,Lee Sin,Seraphine,Kai'Sa,Gragas",2020-12-28 10:37:29,Team 1
18m 52s,na,ASTROBOY99,"Aatrox,Taliyah,Yone,Jhin,Pantheon","Gragas,Lee Sin,Ekko,Miss Fortune,Braum",2020-12-28 09:34:36,Team 1
35m 6s,na,ASTROBOY99,"Gragas,Shaco,Tristana,Jhin,Neeko","Kai'Sa,Nocturne,Ekko,Maokai,Sett",2020-12-28 09:02:33,Team 1
36m 0s,na,ASTROBOY99,"Irelia,Gragas,Swain,Lucian,Sett","Fiora,Hecarim,Syndra,Kai'Sa,Thresh",2020-12-27 16:23:30,Team 2
15m 17s,na,ASTROBOY99,"Shen,Pantheon,Zoe,Samira,Alistar","Mordekaiser,Rengar,Viktor,Kai'Sa,Sett",2020-12-27 15:17:22,Team 2
30m 39s,na,Engo,"Sion,Graves,Galio,Aphelios,Pantheon","Ornn,Lee Sin,Orianna,Jhin,Leona",2020-11-03 06:45:16,Team 1
31m 32s,na,Engo,"Galio,Nunu & Willump,Pyke,Miss Fortune,Zilean","Shen,Kindred,Yone,Aphelios,Lulu",2020-11-03 06:06:48,Team 2
24m 27s,na,Engo,"Jayce,Lee Sin,Sylas,Kai'Sa,Tahm Kench","Sion,Graves,Galio,Ezreal,Leona",2020-11-03 05:27:18,Team 1
21m 4s,na,Vx Mjm978244659,"Irelia,Kindred,Vladimir,Kai'Sa,Thresh","Gangplank,Hecarim,Kennen,Jhin,Maokai",2020-12-28 17:20:42,Team 2
28m 50s,na,Engo,"Mordekaiser,Gragas,Talon,Senna,Lulu","Camille,Fiddlesticks,Rumble,Jhin,Blitzcrank",2020-11-03 04:52:15,Team 2
15m 24s,na,Engo,"Orianna,Sejuani,Hecarim,Jhin,Zilean","Lucian,Lillia,Renekton,Kai'Sa,Neeko",2020-11-03 04:06:15,Team 1
38m 26s,na,Vx Mjm978244659,"Jayce,Kha'Zix,Sylas,Kai'Sa,Pantheon","Lucian,Lee Sin,Gragas,Lissandra,Leona",2020-12-28 16:39:53,Team 1
29m 25s,na,Vx Mjm978244659,"Jayce,Lillia,Yasuo,Karthus,Nami","Aatrox,Shaco,Azir,Jhin,Blitzcrank",2020-12-28 03:41:48,Team 2
27m 5s,na,Engo,"Renekton,Warwick,Brand,Samira,Alistar","Lucian,Rengar,Syndra,Senna,Galio",2020-11-03 03:27:09,Team 1
30m 3s,na,Vx Mjm978244659,"Gangplank,Karthus,Nocturne,Jhin,Pyke","Tryndamere,Kha'Zix,Annie,Kai'Sa,Thresh",2020-12-27 22:40:50,Team 2
25m 33s,na,Restrainedˉ,"Sett,Nidalee,Qiyana,Jhin,Nautilus","Akali,Graves,Lucian,Kog'Maw,Lulu",2020-11-30 05:29:06,Team 2
24m 18s,na,Restrainedˉ,"Kayle,Evelynn,Swain,Lucian,Leona","Garen,Karthus,Cassiopeia,Samira,Maokai",2020-11-30 04:46:46,Team 2
20m 21s,na,Restrainedˉ,"Gangplank,Nunu & Willump,Renekton,Kai'Sa,Rakan","Malphite,Hecarim,Twisted Fate,Jhin,Shen",2020-11-24 04:00:38,Team 1
27m 0s,na,Restrainedˉ,"Camille,Hecarim,Morgana,Miss Fortune,Brand","Mordekaiser,Trundle,Talon,Jhin,Karma",2020-11-23 06:05:17,Team 1
18m 57s,na,Restrainedˉ,"Olaf,Elise,Shen,Kalista,Thresh","Renekton,Amumu,Diana,Miss Fortune,Morgana",2020-11-23 05:25:08,Team 2
32m 52s,na,Restrainedˉ,"Garen,Lillia,Sylas,Jhin,Thresh","Maokai,Amumu,Lucian,Tristana,Alistar",2020-11-23 04:47:49,Team 2
29m 15s,na,Restrainedˉ,"Cho'Gath,Graves,Viktor,Samira,Leona","Sett,Vi,Evelynn,Swain,Shen",2020-11-22 05:26:43,Team 2
26m 25s,na,Restrainedˉ,"Kennen,Dr. Mundo,Yone,Jhin,Leona","Irelia,Evelynn,Syndra,Lucian,Thresh",2020-11-21 13:40:12,Team 1
24m 2s,na,Restrainedˉ,"Shen,Kha'Zix,Ekko,Kai'Sa,Pantheon","Irelia,Lillia,Renekton,Jhin,Alistar",2020-11-21 13:00:38,Team 2
24m 58s,na,Restrainedˉ,"Camille,Nidalee,Ekko,Jhin,Pantheon","Akali,Sejuani,Yone,Miss Fortune,Leona",2020-11-21 12:22:50,Team 1
30m 41s,na,CDamon,"Camille,Nidalee,Azir,Jhin,Leona","Poppy,Amumu,Kennen,Ezreal,Rakan",2020-12-01 08:32:23,Team 2
20m 19s,na,CDamon,"Tryndamere,Evelynn,Diana,Ezreal,Janna","Kennen,Lee Sin,Renekton,Jhin,Rammus",2020-12-01 07:00:45,Team 2
31m 13s,na,CDamon,"Kayle,Olaf,Quinn,Kai'Sa,Maokai","Viktor,Rek'Sai,Kennen,Miss Fortune,Nautilus",2020-11-30 12:48:37,Team 2
25m 10s,na,CDamon,"Camille,Nunu & Willump,Katarina,Sona,Seraphine","Volibear,Graves,Xerath,Ashe,Kennen",2020-11-30 11:48:10,Team 1
16m 36s,na,CDamon,"Camille,Graves,Blitzcrank,Jhin,Orianna","Malphite,Kindred,Kennen,Lucian,Janna",2020-11-27 12:43:57,Team 2
31m 17s,na,CDamon,"Gangplank,Evelynn,Kennen,Ashe,Seraphine","Poppy,Lillia,Akali,Ezreal,Janna",2020-11-27 11:32:16,Team 2
30m 4s,na,CDamon,"Gangplank,Nunu & Willump,Sylas,Jhin,Alistar","Renekton,Hecarim,Kennen,Ashe,Thresh",2020-11-27 10:15:31,Team 2
22m 26s,na,CDamon,"Fiora,Nocturne,Kennen,Ezreal,Pyke","Vladimir,Camille,LeBlanc,Lucian,Braum",2020-11-27 07:28:40,Team 1
31m 24s,na,CDamon,"Akali,Kha'Zix,Viktor,Kai'Sa,Taric","Irelia,Gragas,Kennen,Jhin,Rakan",2020-11-25 16:43:55,Team 1
25m 53s,na,you duo ke bei,"Camille,Karthus,Lucian,Caitlyn,Lux","Jax,Gragas,Talon,Ashe,Seraphine",2020-11-02 04:13:41,Team 1
22m 46s,na,CDamon,"Shen,Amumu,Kennen,Vayne,Thresh","Malphite,Olaf,Galio,Ashe,Zilean",2020-11-25 11:20:40,Team 1
37m 54s,na,you duo ke bei,"Jayce,Kha'Zix,Aurelion Sol,Jhin,Alistar","Sion,Kayn,Annie,Miss Fortune,Sona",2020-11-02 03:26:31,Team 2
25m 26s,na,you duo ke bei,"Fiora,Lillia,Qiyana,Jhin,Sona","Gangplank,Graves,Katarina,Aphelios,Rakan",2020-11-01 12:32:59,Team 2
23m 20s,na,you duo ke bei,"Camille,Fiddlesticks,Kassadin,Ashe,Pantheon","Gnar,Graves,Galio,Jhin,Alistar",2020-11-01 10:32:23,Team 1
25m 58s,na,you duo ke bei,"Wukong,Graves,Rumble,Jhin,Pantheon","Akali,Kindred,Fizz,Kai'Sa,Leona",2020-11-01 09:40:11,Team 2
36m 29s,na,you duo ke bei,"Wukong,Kayn,LeBlanc,Draven,Morgana","Darius,Kha'Zix,Syndra,Jhin,Nami",2020-11-01 08:52:09,Team 1
15m 44s,na,you duo ke bei,"Singed,Kindred,Rumble,Ezreal,Sett","Shen,Lee Sin,Orianna,Jhin,Blitzcrank",2020-11-01 08:00:58,Team 1
11m 7s,na,you duo ke bei,"Veigar,Graves,Rumble,Lucian,Zilean","Ornn,Lee Sin,Viktor,Jhin,Brand",2020-10-31 11:34:36,Team 1
25m 17s,na,you duo ke bei,"Gangplank,Nidalee,Talon,Annie,Rakan","Fiora,Rengar,Lissandra,Jhin,Blitzcrank",2020-10-31 10:58:22,Team 2
20m 50s,na,Hakuho,"Camille,Graves,Twisted Fate,Kai'Sa,Leona","Kennen,Jarvan IV,Lucian,Ezreal,Alistar",2020-12-03 10:20:50,Team 1
27m 45s,na,Hakuho,"Jayce,Sett,Viktor,Miss Fortune,Zilean","Camille,Lillia,Heimerdinger,Kai'Sa,Malphite",2020-12-03 09:49:43,Team 1
27m 26s,na,Hakuho,"Lucian,Zac,Ekko,Jhin,Sett","Irelia,Evelynn,Aurelion Sol,Yasuo,Gragas",2020-11-22 14:17:23,Team 2
17m 42s,na,JohnathanForLong,"Urgot,Kayn,Sylas,Jhin,Maokai","Nasus,Lee Sin,Fizz,Samira,Gragas",2020-12-25 10:29:37,Team 1
26m 25s,na,Hakuho,"Kennen,Dr. Mundo,Yone,Jhin,Leona","Irelia,Evelynn,Syndra,Lucian,Thresh",2020-11-21 13:40:12,Team 1
24m 2s,na,Hakuho,"Shen,Kha'Zix,Ekko,Kai'Sa,Pantheon","Irelia,Lillia,Renekton,Jhin,Alistar",2020-11-21 13:00:38,Team 2
24m 5s,na,JohnathanForLong,"Camille,Graves,Seraphine,Samira,Leona","Yone,Taliyah,Anivia,Kai'Sa,Nunu & Willump",2020-12-25 04:45:23,Team 1
26m 11s,na,JohnathanForLong,"Skarner,Graves,Orianna,Miss Fortune,Leona","Akali,Kindred,Viktor,Ezreal,Bard",2020-12-25 04:15:51,Team 1
24m 58s,na,Hakuho,"Camille,Nidalee,Ekko,Jhin,Pantheon","Akali,Sejuani,Yone,Miss Fortune,Leona",2020-11-21 12:22:50,Team 1
25m 27s,na,Hakuho,"Camille,Skarner,Viktor,Vayne,Nami","Mordekaiser,Ivern,Talon,Jhin,Sett",2020-11-19 16:22:00,Team 2
37m 49s,na,JohnathanForLong,"Jax,Ekko,Kennen,Sivir,Thresh","Fiora,Cho'Gath,Orianna,Miss Fortune,Bard",2020-12-24 19:44:50,Team 1
27m 33s,na,JohnathanForLong,"Karma,Vi,Orianna,Ezreal,Pyke","Rengar,Lee Sin,Vladimir,Samira,Nunu & Willump",2020-12-24 18:37:26,Team 1
16m 44s,na,Hakuho,"Wukong,Nidalee,Viktor,Jhin,Maokai","Lucian,Evelynn,Cassiopeia,Senna,Camille",2020-11-17 13:33:31,Team 2
18m 34s,na,Hakuho,"Camille,Zac,Diana,Ezreal,Braum","Jax,Kindred,Fizz,Kai'Sa,Alistar",2020-11-17 09:04:51,Team 2
30m 40s,na,JohnathanForLong,"Camille,Olaf,Syndra,Lucian,Nunu & Willump","Fiora,Lillia,Vel'Koz,Kai'Sa,Galio",2020-12-24 17:26:11,Team 1
16m 58s,na,JohnathanForLong,"Gragas,Vi,Akali,Ezreal,Rakan","Yone,Lee Sin,Anivia,Kai'Sa,Galio",2020-12-24 16:46:30,Team 1
19m 3s,na,JohnathanForLong,"Mordekaiser,Taliyah,Lucian,Miss Fortune,Nunu & Willump","Malphite,Graves,Akali,Jhin,Leona",2020-12-24 16:11:05,Team 2
28m 16s,na,JohnathanForLong,"Renekton,Kindred,Anivia,Miss Fortune,Maokai","Shen,Hecarim,Viktor,Jhin,Thresh",2020-12-24 15:38:30,Team 2
10m 17s,na,TSBC,"Ivern,Kai'Sa,Gragas,Kha'Zix,Bard","Camille,Olaf,Ornn,Jhin,Nautilus",2020-12-28 09:50:08,Team 2
22m 14s,na,TSBC,"Camille,Rammus,Orianna,Miss Fortune,Zilean","Gragas,Graves,Ekko,Lucian,Blitzcrank",2020-12-27 08:55:40,Team 1
30m 33s,na,fragas1,"Malphite,Hecarim,Zed,Brand,Seraphine","Yone,Lillia,Jayce,Miss Fortune,Pyke",2020-12-09 05:48:19,Team 2
10m 53s,na,TSBC,"Wukong,Karthus,Kassadin,Kai'Sa,Rakan","Irelia,Taliyah,Anivia,Lucian,Nautilus",2020-12-26 12:27:26,Team 2
22m 21s,na,TSBC,"Vladimir,Taliyah,Qiyana,Jhin,Alistar","Sylas,Graves,Akali,Kai'Sa,Rakan",2020-12-26 11:40:34,Team 2
30m 55s,na,fragas1,"Volibear,Kha'Zix,Sylas,Syndra,Pyke","Fiora,Lee Sin,Akali,Lucian,Janna",2020-12-09 05:10:08,Team 2
24m 52s,na,fragas1,"Jayce,Hecarim,Lulu,Brand,Pantheon","Camille,Kindred,Malphite,Ezreal,Zilean",2020-12-09 04:31:47,Team 1
23m 43s,na,TSBC,"Aatrox,Taliyah,Yasuo,Lucian,Bard","Volibear,Ekko,Yone,Kai'Sa,Blitzcrank",2020-12-25 10:41:57,Team 1
28m 34s,na,fragas1,"Kled,Vi,Kayle,Jhin,Leona","Jax,Kayn,Fizz,Lucian,Nami",2020-12-09 03:50:57,Team 1
28m 19s,na,fragas1,"Malphite,Brand,Ekko,Jhin,Karma","Galio,Kha'Zix,Irelia,Ezreal,Rakan",2020-12-09 02:53:39,Team 2
29m 47s,na,fragas1,"Jax,Xin Zhao,Ekko,Miss Fortune,Maokai","Gangplank,Kha'Zix,Seraphine,Brand,Thresh",2020-12-09 01:55:48,Team 1
25m 4s,na,fragas1,"Vladimir,Kha'Zix,Viktor,Vayne,Nami","Singed,Graves,Wukong,Ezreal,Yuumi",2020-12-08 23:55:31,Team 2
31m 7s,na,fragas1,"Viktor,Kindred,Cassiopeia,Ezreal,Nami","Aatrox,Graves,Ekko,Jhin,Thresh",2020-12-08 20:31:52,Team 1
42m 8s,na,fragas1,"Ornn,Olaf,Akali,Brand,Leona","Sylas,Graves,Lillia,Miss Fortune,Alistar",2020-12-08 19:48:10,Team 1
19m 30s,na,fragas1,"Aatrox,Ekko,Zoe,Senna,Pantheon","Shen,Hecarim,Akali,Aphelios,Thresh",2020-12-08 18:52:57,Team 2
23m 49s,na,Spawn1,"Shen,Karthus,Katarina,Jhin,Shaco","Sylas,Evelynn,Yasuo,Lucian,Sett",2020-12-21 16:02:00,Team 1
23m 56s,na,Spawn1,"Fiora,Elise,Irelia,Karthus,Maokai","Wukong,Hecarim,Annie,Kai'Sa,Pantheon",2020-12-21 15:18:11,Team 2
32m 12s,na,Spawn1,"Sylas,Kindred,Yasuo,Kai'Sa,Bard","Sion,Hecarim,Ahri,Lucian,Nautilus",2020-12-21 14:24:02,Team 2
21m 24s,na,Spawn1,"Fiora,Sion,Orianna,Jhin,Lux","Camille,Cho'Gath,Sylas,Miss Fortune,Leona",2020-12-21 13:28:45,Team 2
25m 23s,na,Spawn1,"Fiora,Olaf,Sylas,Jhin,Taric","Camille,Hecarim,Orianna,Kai'Sa,Pantheon",2020-12-20 13:37:40,Team 2
37m 54s,na,Spawn1,"Shen,Evelynn,Twisted Fate,Miss Fortune,Seraphine","Pantheon,Vi,Taliyah,Ezreal,Sona",2020-12-20 12:41:51,Team 1
30m 16s,na,Spawn1,"Camille,Ekko,Irelia,Kai'Sa,Thresh","Renekton,Taliyah,Yone,Lucian,Shaco",2020-12-20 10:54:32,Team 2
37m 2s,na,Spawn1,"Ornn,Kha'Zix,Ekko,Ezreal,Nami","Darius,Wukong,Zoe,Jhin,Thresh",2020-12-20 10:04:49,Team 1
30m 29s,na,Spawn1,"Fiora,Lillia,Irelia,Kai'Sa,Maokai","Malphite,Nidalee,Twisted Fate,Jhin,Leona",2020-12-20 08:10:58,Team 2
23m 58s,na,Spawn1,"Shen,Vi,Irelia,Ashe,Bard","Gnar,Graves,Sylas,Lucian,Sett",2020-12-20 07:05:24,Team 1
38m 45s,na,KaNKl,"Aatrox,Lillia,Taliyah,Ezreal,Leona","Darius,Nidalee,Akali,Jarvan IV,Pantheon",2020-11-10 16:22:00,Team 1
25m 55s,na,KaNKl,"Camille,Fiddlesticks,Kindred,Draven,Thresh","Akali,Sylas,Tristana,Ezreal,Bard",2020-11-10 10:33:27,Team 2
20m 12s,na,KaNKl,"Rakan,Lillia,Ekko,Ezreal,Alistar","Singed,Malphite,Seraphine,Kai'Sa,Pantheon",2020-11-09 08:03:51,Team 1
23m 8s,na,KaNKl,"Renekton,Ekko,Tristana,Ezreal,Soraka","Camille,Ivern,Yasuo,Jhin,Nautilus",2020-11-09 06:45:59,Team 1
20m 24s,na,KaNKl,"Vladimir,Hecarim,Kled,Kai'Sa,Pyke","Malphite,Fiddlesticks,Yone,Miss Fortune,Soraka",2020-11-09 06:08:03,Team 2
32m 4s,na,KaNKl,"Ornn,Hecarim,Yasuo,Ezreal,Rakan","Irelia,Graves,Sylas,Jhin,Anivia",2020-11-09 05:19:18,Team 1
23m 18s,na,MlDMlD123,"Neeko,Graves,Twisted Fate,Jhin,Leona","Akali,Ivern,Pyke,Ezreal,Nautilus",2020-11-09 13:05:33,Team 2
28m 29s,na,MlDMlD123,"Irelia,Gragas,Rakan,Samira,Nautilus","Akali,Nunu & Willump,Pyke,Jhin,Leona",2020-11-09 12:31:56,Team 2
18m 42s,na,MlDMlD123,"Camille,Kindred,Akali,Brand,Leona","Fiora,Graves,Syndra,Ezreal,Morgana",2020-11-08 13:45:48,Team 1
24m 32s,na,MlDMlD123,"Ornn,Rek'Sai,Lucian,Taliyah,Leona","Riven,Rengar,Kennen,Kai'Sa,Rakan",2020-11-07 18:40:40,Team 1
